t,value
1722714891,0.5925925925925926
1722714894,0.5925925925925926
1722714897,0.5925925925925926
1722714900,0.5925925925925926
1722714903,0.5925925925925926
1722714906,0.5925925925925926
1722714909,0.5925925925925926
1722714912,0.5925925925925926
1722714915,0.5925925925925926
1722714918,0.5925925925925926
